ticks,open,high,low,close,date_time
1.69344E+12,38.18,39.52,35.98,35.98,2023/8/31
1.69353E+12,35.98,38.09,35.24,36.09,2023/9/1
1.69361E+12,36.09,36.4,35.39,35.57,2023/9/2
1.6937E+12,35.57,38.37,35.57,37.84,2023/9/3
1.69379E+12,37.84,38.85,37.14,38.3,2023/9/4
1.69387E+12,39.51,40.19,39.09,39.79,2023/9/5
1.69396E+12,39.79,40.83,37.77,39.41,2023/9/6
1.69404E+12,39.41,41,38.8,39.74,2023/9/7
1.69413E+12,39.74,41.31,39.45,40,2023/9/8
1.69422E+12,40,40.34,38.82,39.75,2023/9/9
1.6943E+12,39.75,41.65,39.42,40.52,2023/9/10
1.69439E+12,40.52,45.54,40.46,44.33,2023/9/11
1.69448E+12,44.33,44.83,41.62,43.57,2023/9/12
1.69456E+12,43.57,44.26,42.66,44.05,2023/9/13
1.69465E+12,44.05,44.23,41.14,41.71,2023/9/14
1.69474E+12,41.71,41.85,38.81,39.14,2023/9/15
1.69482E+12,39.14,39.61,38.72,39.52,2023/9/16
1.69491E+12,39.52,40.25,38.34,39.83,2023/9/17
1.695E+12,39.83,43.03,39.54,41.48,2023/9/18
1.69508E+12,41.48,42.76,41.35,42.53,2023/9/19
1.69517E+12,42.53,43.83,41.96,43.01,2023/9/20
1.69525E+12,43.01,43.28,40.79,41.37,2023/9/21
1.69534E+12,41.37,41.42,36.8,37.29,2023/9/22
1.69543E+12,37.29,37.83,36.25,37.64,2023/9/23
1.69551E+12,37.64,39.92,36.61,38.6,2023/9/24
1.6956E+12,38.6,40.34,38,39.25,2023/9/25
1.69569E+12,39.25,40.45,38.51,38.67,2023/9/26
1.69577E+12,38.67,39.64,35.54,36.06,2023/9/27
1.69586E+12,36.06,40.38,35.39,38.63,2023/9/28
1.69595E+12,38.63,38.85,33.04,33.04,2023/9/29
1.69603E+12,33.04,35.93,32.33,35.89,2023/9/30
1.69612E+12,35.89,37.59,35.48,37.5,2023/10/1
1.6962E+12,37.49,40.8,36.2,38.17,2023/10/2
1.69629E+12,37.53,38.35,36.94,37.96,2023/10/3
1.69638E+12,37.96,38.19,37.04,37.28,2023/10/4
1.69646E+12,37.28,38.35,36.65,36.75,2023/10/5
1.69655E+12,36.75,36.8,34.47,35.06,2023/10/6
1.69664E+12,35.06,37.87,34.79,37.61,2023/10/7
1.69672E+12,37.61,38.01,36.29,37.85,2023/10/8
1.69681E+12,37.85,39.05,36.76,36.81,2023/10/9
1.6969E+12,36.81,39.06,36.67,38.53,2023/10/10
1.69698E+12,38.53,38.64,36.09,36.88,2023/10/11
1.69707E+12,36.88,37.82,35.16,35.19,2023/10/12
1.69716E+12,35.19,36.86,34.97,35.37,2023/10/13
1.69724E+12,35.37,36.57,34.82,36.53,2023/10/14
1.69733E+12,36.53,38.19,36.44,38.16,2023/10/15
1.69741E+12,38.17,45.18,36.27,42.63,2023/10/16
1.6975E+12,42.63,42.68,40.81,41.08,2023/10/17
1.69759E+12,41.08,41.09,39.21,39.24,2023/10/18
1.69767E+12,39.24,40.58,39.04,39.18,2023/10/19
1.69776E+12,39.18,46.59,39.08,44.26,2023/10/20
1.69785E+12,44.26,46.45,42.74,45.9,2023/10/21
1.69793E+12,45.9,48.92,45.14,48.81,2023/10/22
1.69802E+12,48.81,64.06,47.91,55.37,2023/10/23
1.69811E+12,55.37,63.84,53.06,54.19,2023/10/24
1.69819E+12,54.19,60.04,53.32,58.36,2023/10/25
1.69828E+12,58.36,60.82,54.75,55.02,2023/10/26
1.69836E+12,55.02,55.02,47.19,47.19,2023/10/27
1.69845E+12,47.19,50.41,47.16,50.23,2023/10/28
1.69854E+12,50.23,55.16,49.94,54.21,2023/10/29
1.69862E+12,54.21,57.29,53.07,53.89,2023/10/30
1.69871E+12,53.89,54.76,53.32,54.76,2023/10/31
1.6988E+12,54.76,60.03,54.57,59.78,2023/11/1
1.69888E+12,59.78,61.94,58.84,60,2023/11/2
1.69897E+12,60,60.62,57.33,57.89,2023/11/3
1.69906E+12,57.89,62.57,57.88,62.46,2023/11/4
1.69914E+12,62.46,62.77,59.36,60.1,2023/11/5
1.69923E+12,60.1,60.97,57.32,57.36,2023/11/6
1.69932E+12,55.68,57.02,52.02,55.48,2023/11/7
1.6994E+12,55.48,58.03,54.31,57.58,2023/11/8
1.69949E+12,57.58,65.12,57.53,58.87,2023/11/9
1.69957E+12,58.87,59.33,55.91,56.84,2023/11/10
1.69966E+12,56.84,58.09,56.41,58.09,2023/11/11
1.69975E+12,58.09,58.44,56.39,58.33,2023/11/12
1.69983E+12,58.33,59.04,56.12,56.26,2023/11/13
1.69992E+12,56.26,57.45,55.64,56.24,2023/11/14
1.70001E+12,56.24,60.51,54,60.51,2023/11/15
1.70009E+12,60.51,61.88,55.07,55.35,2023/11/16
1.70018E+12,55.35,56.53,54.48,55.4,2023/11/17
1.70027E+12,55.4,55.49,53.19,54.38,2023/11/18
1.70035E+12,54.38,57.04,53.5,56.54,2023/11/19
1.70044E+12,56.54,58.15,54.37,57.94,2023/11/20
1.70052E+12,57.94,59.34,55.34,55.72,2023/11/21
1.70061E+12,55.72,56.92,53.49,55.5,2023/11/22
1.7007E+12,55.5,55.91,53.59,53.87,2023/11/23
1.70078E+12,53.87,55.28,50.94,53.65,2023/11/24
1.70087E+12,53.65,53.68,51.51,52.13,2023/11/25
1.70096E+12,52.13,53.71,52.09,53.19,2023/11/26
1.70104E+12,53.19,53.28,50.39,50.62,2023/11/27
1.70113E+12,50.62,51.88,49.67,50.58,2023/11/28
1.70122E+12,50.58,52.37,50.33,51.9,2023/11/29
1.7013E+12,51.9,52.79,49.64,49.8,2023/11/30
1.70139E+12,49.8,52.41,49.61,51.46,2023/12/1
1.70148E+12,51.46,54.21,50.61,52.35,2023/12/2
1.70156E+12,52.35,56.16,52.12,54.72,2023/12/3
1.70165E+12,54.72,55.85,53.55,55.09,2023/12/4
1.70173E+12,55.09,55.72,53.08,55.71,2023/12/5
1.70182E+12,55.71,57.1,53.51,53.71,2023/12/6
1.70191E+12,53.71,54.02,52.29,52.4,2023/12/7
1.70199E+12,52.4,53.83,51.89,53.72,2023/12/8
1.70208E+12,53.72,54.33,52.75,53.98,2023/12/9
1.70217E+12,53.98,55.03,53.62,55.03,2023/12/10
1.70225E+12,55.03,58.92,54.25,55.59,2023/12/11
1.70234E+12,53.83,54.73,53.46,53.87,2023/12/12
1.70243E+12,53.87,54.77,52.95,53.46,2023/12/13
1.70251E+12,53.46,54.07,52.32,53.13,2023/12/14
1.7026E+12,53.13,54.9,52.53,54.15,2023/12/15
1.70268E+12,54.15,54.15,53.07,53.81,2023/12/16
1.70277E+12,53.81,54.89,53.31,54.6,2023/12/17
1.70286E+12,54.6,56.22,54.17,56.02,2023/12/18
1.70294E+12,56.02,57.67,56.02,57.62,2023/12/19
1.70303E+12,57.62,58.86,56.99,58.1,2023/12/20
1.70312E+12,57.24,59.09,57.24,58.63,2023/12/21
1.7032E+12,58.63,59.04,56.86,57.24,2023/12/22
1.70329E+12,57.24,57.31,56.39,56.97,2023/12/23
1.70338E+12,56.97,59.63,56.57,58.73,2023/12/24
1.70346E+12,58.73,59.4,56.57,58.26,2023/12/25
1.70355E+12,58.26,60.13,57.62,59.98,2023/12/26
1.70364E+12,59.98,64.6,59.69,64.35,2023/12/27
1.70372E+12,64.35,64.94,62.5,63.75,2023/12/28
1.70381E+12,63.75,64.26,61.38,62.5,2023/12/29
1.70389E+12,62.5,64.68,62.01,63.11,2023/12/30
1.70398E+12,63.11,64.98,62.61,64.71,2023/12/31
1.70407E+12,64.71,66.89,63.88,66.81,2024/1/1
1.70415E+12,66.81,68.04,63.73,63.75,2024/1/2
1.70424E+12,63.75,67.12,62.13,65.17,2024/1/3
1.70433E+12,65.17,66.59,63.74,65.34,2024/1/4
1.70441E+12,65.34,68.25,65.27,67.64,2024/1/5
1.7045E+12,67.64,72.33,66.75,71.39,2024/1/6
1.70459E+12,71.39,73.48,70.85,71.81,2024/1/7
1.70467E+12,71.81,73.59,67.15,67.16,2024/1/8
1.70476E+12,67.16,67.48,63.68,64.17,2024/1/9
1.70484E+12,64.17,68.04,61.79,62.7,2024/1/10
1.70493E+12,62.7,63.25,57.3,57.3,2024/1/11
1.70502E+12,57.3,58.36,54.8,57.42,2024/1/12
1.7051E+12,57.42,57.54,54.41,55.07,2024/1/13
1.70519E+12,55.07,56.91,54.7,56.87,2024/1/14
1.70528E+12,56.87,57.66,55.37,55.96,2024/1/15
1.70536E+12,56.2,56.5,54,55.16,2024/1/16
1.70545E+12,55.16,55.19,50.79,50.79,2024/1/17
1.70554E+12,50.79,50.79,46.81,48.31,2024/1/18
1.70562E+12,48.3,48.7,45.9,48.04,2024/1/19
1.70571E+12,48.05,48.21,45.64,47.96,2024/1/20
1.7058E+12,47.96,48.14,46.51,47.82,2024/1/21
1.70588E+12,47.82,49.04,47.24,48.98,2024/1/22
1.70597E+12,48.98,53.2,46.88,49.59,2024/1/23
1.70605E+12,49.59,50.23,47.19,47.54,2024/1/24
1.70614E+12,47.54,47.71,44.6,45.01,2024/1/25
1.70623E+12,45.01,45.64,43.34,43.73,2024/1/26
1.70631E+12,43.73,43.75,41.46,42.43,2024/1/27
1.7064E+12,42.43,45.85,42.43,45.25,2024/1/28
1.70649E+12,45.25,46.33,44.18,45.36,2024/1/29
1.70657E+12,45.36,47.29,45.25,46.91,2024/1/30
1.70666E+12,46.91,47.19,45.77,45.79,2024/1/31
1.70675E+12,45.79,46.07,44.32,44.76,2024/2/1
1.70683E+12,44.76,45.25,42.27,42.41,2024/2/2
1.70692E+12,42.41,42.98,41.46,41.52,2024/2/3
1.707E+12,41.52,43.03,41.45,42.69,2024/2/4
1.70709E+12,42.69,43.34,41.78,42.37,2024/2/5
1.70718E+12,42.37,43.58,41.83,42.87,2024/2/6
1.70726E+12,42.87,44.09,41.81,43.82,2024/2/7
1.70735E+12,43.82,46.07,43.81,44.91,2024/2/8
1.70744E+12,44.91,48.67,44.74,47.79,2024/2/9
1.70752E+12,47.79,50.58,46.54,49.91,2024/2/10
1.70761E+12,49.91,51.52,49.46,51.29,2024/2/11
1.7077E+12,51.29,55.53,50.27,54.28,2024/2/12
1.70778E+12,54.56,55.31,52.1,52.19,2024/2/13
1.70787E+12,52.19,56.44,51.72,55.13,2024/2/14
1.70796E+12,55.13,57.37,54.38,55.08,2024/2/15
1.70804E+12,55.08,55.9,54.05,55.24,2024/2/16
1.70813E+12,55.24,56.31,54.37,56.24,2024/2/17
1.70821E+12,56.24,57.57,54.97,57.24,2024/2/18
1.7083E+12,57.24,57.55,55.62,56.83,2024/2/19
1.70839E+12,56.83,57.83,55.59,55.63,2024/2/20
1.70847E+12,55.63,55.63,53.1,54.01,2024/2/21
1.70856E+12,54.01,55.76,52.89,55.38,2024/2/22
1.70865E+12,55.38,55.54,51.54,52.23,2024/2/23
1.70873E+12,52.23,54.96,52.13,54.18,2024/2/24
1.70882E+12,54.18,56.59,54.13,55.17,2024/2/25
1.70891E+12,55.17,57.09,54.46,56.05,2024/2/26
1.70899E+12,56.05,62.57,56.05,58.36,2024/2/27
1.70908E+12,58.36,73.6,54.99,67.76,2024/2/28
1.70916E+12,67.76,73.2,65.32,65.54,2024/2/29
1.70925E+12,65.54,66.45,63.23,65.37,2024/3/1
1.70934E+12,65.37,65.82,64.08,65.82,2024/3/2
1.70942E+12,65.82,71.84,65.52,71.72,2024/3/3
1.70951E+12,71.71,78.68,70.73,74.81,2024/3/4
1.7096E+12,74.81,77.17,73.14,73.19,2024/3/5
1.70968E+12,73.19,77.52,70.88,74.85,2024/3/6
1.70977E+12,74.85,75.08,69.68,69.68,2024/3/7
1.70986E+12,69.68,76,68.52,71.87,2024/3/8
1.70994E+12,72.11,75.44,71.47,75.04,2024/3/9
1.71003E+12,75.04,80.85,74.92,80.12,2024/3/10
1.71012E+12,80.12,85.28,77.26,83.02,2024/3/11
1.7102E+12,83.02,83.03,76.37,78.08,2024/3/12
1.71029E+12,78.08,81.86,77.19,77.5,2024/3/13
1.71037E+12,77.5,77.9,73.09,74.58,2024/3/14
1.71046E+12,74.58,78.25,73.22,76.7,2024/3/15
1.71055E+12,76.71,77.01,70.95,75.73,2024/3/16
1.71063E+12,75.73,78.14,75.69,75.93,2024/3/17
1.71072E+12,75.93,77.81,73.26,74.08,2024/3/18
1.71081E+12,74.08,76.61,71.35,76.61,2024/3/19
1.71089E+12,76.61,79.78,75.28,77.73,2024/3/20
1.71098E+12,77.73,78.12,74.29,75.26,2024/3/21
1.71107E+12,75.26,75.55,71.72,72.46,2024/3/22
1.71115E+12,72.46,74.63,72.15,73.68,2024/3/23
1.71124E+12,73.68,74.62,71.77,72.62,2024/3/24
1.71132E+12,72.62,77,72.45,76.25,2024/3/25
1.71141E+12,76.25,76.63,75.13,75.39,2024/3/26
1.7115E+12,75.39,76.52,74.11,75.78,2024/3/27
1.71158E+12,75.78,77.25,75.57,76.53,2024/3/28
1.71167E+12,76.53,76.68,72.9,73.11,2024/3/29
1.71176E+12,73.11,75.87,71.67,74.93,2024/3/30
1.71184E+12,74.93,76.91,74.91,76.64,2024/3/31
1.71193E+12,76.64,76.83,73.49,73.81,2024/4/1
1.71202E+12,73.81,75.34,73.58,74.37,2024/4/2
1.7121E+12,74.38,74.72,72.15,72.45,2024/4/3
1.71219E+12,72.45,72.73,69.99,72.31,2024/4/4
1.71228E+12,72.31,73.54,71.68,71.96,2024/4/5
1.71236E+12,71.96,73.54,71.66,72.3,2024/4/6
1.71245E+12,72.3,77.44,72.26,77.43,2024/4/7
1.71253E+12,77.43,79.77,74.72,76.25,2024/4/8
1.71262E+12,76.25,76.3,73.68,73.69,2024/4/9
1.71271E+12,73.69,74.1,72.12,72.32,2024/4/10
1.71279E+12,72.32,72.36,68.23,68.42,2024/4/11
1.71288E+12,68.42,68.76,65.71,66.94,2024/4/12
1.71297E+12,66.94,74.89,66.76,72.95,2024/4/13
1.71305E+12,72.95,73.79,71.3,71.99,2024/4/14
1.71314E+12,71.99,72.97,68.4,70.48,2024/4/15
1.71323E+12,70.48,73.61,70.38,70.88,2024/4/16
1.71331E+12,70.88,71.79,67.83,70.72,2024/4/17
1.7134E+12,70.72,71.22,67.89,69.98,2024/4/18
1.71348E+12,69.98,73.06,68.88,70.4,2024/4/19
1.71357E+12,70.4,73,68.49,71.98,2024/4/20
1.71366E+12,71.98,72.42,71.37,72.05,2024/4/21
1.71374E+12,72.05,72.06,69.1,69.37,2024/4/22
1.71383E+12,69.37,69.42,64.11,64.16,2024/4/23
1.71392E+12,64.16,66.04,62.39,62.44,2024/4/24
1.714E+12,62.44,62.44,57.82,59.29,2024/4/25
1.71409E+12,59.29,59.43,54.23,55.12,2024/4/26
1.71418E+12,55.12,55.97,54.21,54.69,2024/4/27
1.71426E+12,54.68,57.27,53.89,56.79,2024/4/28
1.71435E+12,56.79,56.92,55.09,55.33,2024/4/29
1.71444E+12,55.33,62.84,52.22,59.81,2024/4/30
1.71452E+12,59.81,63.57,58.29,61.22,2024/5/1
1.71461E+12,61.22,62.23,55.84,56.77,2024/5/2
1.71469E+12,56.77,57.08,54.3,55.88,2024/5/3
1.71478E+12,55.88,58.3,55.88,56.89,2024/5/4
1.71487E+12,56.89,59.46,56.53,58.65,2024/5/5
1.71495E+12,58.65,59.08,55.56,55.57,2024/5/6
1.71504E+12,55.57,56.04,53.72,53.76,2024/5/7
1.71513E+12,53.76,55.49,52.28,55.43,2024/5/8
1.71521E+12,55.43,55.48,52.15,52.17,2024/5/9
1.7153E+12,52.17,55.02,50.76,54.27,2024/5/10
1.71539E+12,54.27,54.49,52.64,54.17,2024/5/11
1.71547E+12,54.17,55.82,53.9,54.52,2024/5/12
1.71556E+12,54.52,57.73,54.4,56.13,2024/5/13
1.71564E+12,56.13,57.09,55.61,56.23,2024/5/14
1.71573E+12,56.23,60.82,55.67,58.61,2024/5/15
1.71582E+12,58.61,58.72,57.24,57.49,2024/5/16
1.7159E+12,57.49,57.67,54.81,55.26,2024/5/17
1.71599E+12,55.26,57.31,55.14,56.67,2024/5/18
1.71608E+12,56.67,57.62,56.38,57.32,2024/5/19
1.71616E+12,57.32,61.94,56.76,61.94,2024/5/20
1.71625E+12,61.94,62.13,58.18,58.59,2024/5/21
1.71634E+12,58.59,59.7,55.95,56.8,2024/5/22
1.71642E+12,56.8,56.86,53.16,53.18,2024/5/23
1.71651E+12,53.18,53.29,51,52.29,2024/5/24
1.7166E+12,52.29,52.82,51.69,52.21,2024/5/25
1.71668E+12,52.21,53.78,52.09,53.73,2024/5/26
1.71677E+12,53.73,54.86,52.34,53.91,2024/5/27
1.71685E+12,53.91,55.85,52.89,54.76,2024/5/28
1.71694E+12,54.76,55.13,52.85,53.24,2024/5/29
1.71703E+12,53.24,53.57,52.13,53.27,2024/5/30
1.71711E+12,53.27,53.27,50.23,51.99,2024/5/31
1.7172E+12,51.99,52,49.97,50.68,2024/6/1
1.71729E+12,50.68,51.67,50.39,51.11,2024/6/2
1.71737E+12,51.11,53.78,50.9,52.77,2024/6/3
1.71746E+12,51.71,54.77,51.52,53.95,2024/6/4
1.71755E+12,53.95,57.13,53.94,55.62,2024/6/5
1.71763E+12,55.62,55.72,51.81,51.87,2024/6/6
1.71772E+12,51.87,54.27,50.02,50.02,2024/6/7
1.7178E+12,50.01,51.28,49.67,50.34,2024/6/8
1.71789E+12,50.34,52.12,49.74,51.79,2024/6/9
1.71798E+12,51.79,52.16,50.79,50.88,2024/6/10
1.71806E+12,50.88,53.05,50.44,52.49,2024/6/11
1.71815E+12,52.49,53.9,50.51,50.56,2024/6/12
1.71824E+12,50.56,50.65,48.57,49.23,2024/6/13
1.71832E+12,49.23,49.87,47.45,48.56,2024/6/14
1.71841E+12,48.56,49.47,47.68,48.03,2024/6/15
1.7185E+12,48.03,48.35,47.83,47.9,2024/6/16
1.71858E+12,47.9,49.55,47.9,48.81,2024/6/17
1.71867E+12,48.81,50.52,48.33,50.06,2024/6/18
1.71876E+12,50.06,51.05,48.57,48.6,2024/6/19
1.71884E+12,48.6,49.39,48.28,48.28,2024/6/20
1.71893E+12,48.28,48.4,46.25,47.11,2024/6/21
1.71901E+12,47.11,47.24,46.16,46.43,2024/6/22
1.7191E+12,46.43,48.33,46.09,48.23,2024/6/23
1.71919E+12,49.32,53.06,49.13,50.96,2024/6/24
1.71927E+12,50.96,50.97,47.82,48.14,2024/6/25
1.71936E+12,48.14,48.14,46.66,47.05,2024/6/26
1.71945E+12,47.05,48.07,46.58,47.94,2024/6/27
1.71953E+12,47.94,47.98,44.38,45.4,2024/6/28
1.71962E+12,45.4,45.59,43.23,43.47,2024/6/29
1.71971E+12,43.47,45.9,43.35,45.44,2024/6/30
1.71979E+12,45.44,45.45,43.76,44.71,2024/7/1
1.71988E+12,44.71,44.81,42.29,42.33,2024/7/2
1.71996E+12,41.41,45.88,41.23,45.36,2024/7/3
1.72005E+12,45.36,49.94,45.22,47.53,2024/7/4
1.72014E+12,47.53,54.86,47.53,48.98,2024/7/5
1.72022E+12,48.98,49.84,47.65,48.21,2024/7/6
1.72031E+12,48.21,51.44,47.99,50.99,2024/7/7
1.7204E+12,50.99,53.54,50.4,51.03,2024/7/8
1.72048E+12,51.03,52.16,50.04,50.05,2024/7/9
1.72057E+12,50.05,50.21,48.45,48.69,2024/7/10
1.72066E+12,48.69,49.2,48.14,48.54,2024/7/11
1.72074E+12,48.54,48.54,46.14,46.32,2024/7/12
1.72083E+12,46.32,49.18,45.17,49.18,2024/7/13
1.72092E+12,49.18,51.07,48.5,49.3,2024/7/14
1.721E+12,49.3,54.56,48.89,54.52,2024/7/15
1.72109E+12,54.52,56.54,54.13,56.49,2024/7/16
1.72117E+12,56.49,62.85,56.49,58.28,2024/7/17
1.72126E+12,58.28,58.3,55.87,57.1,2024/7/18
1.72135E+12,57.1,62.25,55.99,60.8,2024/7/19
1.72143E+12,60.8,63.03,59.26,62.65,2024/7/20
1.72152E+12,62.65,68.45,61.46,66,2024/7/21
1.72161E+12,66,68.27,61.61,67.63,2024/7/22
1.72169E+12,67.63,68.62,63.9,63.91,2024/7/23
1.72178E+12,63.91,63.97,61.14,61.39,2024/7/24
1.72187E+12,61.39,62.34,59.83,61.81,2024/7/25
1.72195E+12,61.81,62.69,59.66,60.1,2024/7/26
1.72204E+12,60.1,60.56,54.92,55.04,2024/7/27
1.72212E+12,55.04,55.24,51.52,52.65,2024/7/28
1.72221E+12,52.65,56.35,51.73,51.73,2024/7/29
1.7223E+12,51.73,51.73,49.49,50.62,2024/7/30
1.72238E+12,50.62,50.65,48.54,48.73,2024/7/31
1.72247E+12,48.73,50.43,47.23,49.81,2024/8/1
1.72256E+12,49.81,51.49,46.91,51.4,2024/8/2
1.72264E+12,51.41,52.18,48.92,51.45,2024/8/3
1.72273E+12,51.45,56.98,51.23,56.13,2024/8/4
1.72282E+12,56.13,92.71,56.02,63.08,2024/8/5
1.7229E+12,63.08,63.21,59.24,61.54,2024/8/6
1.72299E+12,61.54,61.54,58.44,60.88,2024/8/7
1.72308E+12,60.73,60.99,55.56,56.81,2024/8/8
1.72316E+12,56.8,56.86,54.44,55.02,2024/8/9
1.72325E+12,55.02,56.51,54.33,56.28,2024/8/10
1.72333E+12,56.28,57.24,55.74,57.11,2024/8/11
1.72342E+12,57.11,58.41,56.9,57.48,2024/8/12
1.72351E+12,57.48,57.8,56.68,56.92,2024/8/13
1.72359E+12,56.92,57.4,55.3,55.31,2024/8/14
1.72368E+12,55.31,55.91,53.43,55.64,2024/8/15
1.72377E+12,55.64,55.65,53.12,53.12,2024/8/16
1.72385E+12,53.12,53.87,52.3,53.71,2024/8/17
1.72394E+12,53.71,55.72,53.67,55.32,2024/8/18
1.72403E+12,54.4,54.44,53.67,53.68,2024/8/19
1.72411E+12,53.68,54.44,52.91,54.06,2024/8/20
1.7242E+12,54.06,55.77,53.88,54.68,2024/8/21
1.72428E+12,54.68,55.49,53.84,53.99,2024/8/22
1.72437E+12,53.99,55.85,52.27,55.43,2024/8/23
1.72446E+12,55.43,55.51,53.99,55.14,2024/8/24
1.72454E+12,55.14,55.92,53.85,54.2,2024/8/25
1.72463E+12,54.2,54.34,50.77,51.58,2024/8/26
1.72472E+12,51.58,55.13,49.13,52.69,2024/8/27
1.7248E+12,52.69,54.86,50.98,52.91,2024/8/28
1.72489E+12,52.91,53.58,51.7,52.98,2024/8/29
1.72498E+12,52.98,53.22,50.5,51.96,2024/8/30
1.72506E+12,51.96,51.96,50.14,50.48,2024/8/31
1.72515E+12,50.48,54.42,50.3,54.36,2024/9/1
1.72524E+12,54.36,54.72,52.89,52.92,2024/9/2
1.72532E+12,52.78,55.73,52.57,55.29,2024/9/3
1.72541E+12,55.29,58.72,55.08,55.73,2024/9/4
1.72549E+12,55.73,57.3,55.51,56.79,2024/9/5
1.72558E+12,56.79,60.77,56.06,59.46,2024/9/6
1.72567E+12,59.45,59.45,57.91,58.84,2024/9/7
1.72575E+12,58.84,59.32,57.75,59.32,2024/9/8
1.72584E+12,59.32,59.35,58.01,58.82,2024/9/9
1.72593E+12,58.82,58.83,56.61,57.18,2024/9/10
1.72601E+12,57.18,57.2,54.09,54.84,2024/9/11
1.7261E+12,54.84,55.56,53.81,53.96,2024/9/12
1.72619E+12,53.96,54.26,52.4,52.51,2024/9/13
1.72627E+12,52.51,53.01,51.68,52.48,2024/9/14
1.72636E+12,52.48,53.49,52.42,53.21,2024/9/15
1.72644E+12,53.21,54.18,52.81,53.29,2024/9/16
1.72653E+12,53.29,55.12,53.12,53.12,2024/9/17
1.72662E+12,53.12,55.24,51.38,51.59,2024/9/18
1.7267E+12,51.59,52.67,50.38,51.95,2024/9/19
1.72679E+12,51.95,52.89,49.91,50.15,2024/9/20
1.72688E+12,50.15,51.04,49.99,51.04,2024/9/21
1.72696E+12,51.04,51.34,50.05,51.13,2024/9/22
1.72705E+12,51.13,51.58,50.38,50.45,2024/9/23
1.72714E+12,50.45,51.6,50.06,51.52,2024/9/24
1.72722E+12,51.52,51.67,49.52,49.75,2024/9/25
1.72731E+12,49.75,52.52,49.6,52.38,2024/9/26
1.7274E+12,52.38,53.39,51.29,51.91,2024/9/27
1.72748E+12,51.91,52.67,51.84,52.6,2024/9/28
1.72757E+12,52.6,54.16,52.47,54.02,2024/9/29
1.72765E+12,54.02,55.56,53.63,54.21,2024/9/30
1.72774E+12,54.21,57.23,54.19,56.64,2024/10/1
1.72783E+12,56.64,57.34,56.06,56.35,2024/10/2
1.72791E+12,56.35,57.78,55.97,57.45,2024/10/3
1.728E+12,57.45,57.98,55.29,55.53,2024/10/4
1.72809E+12,55.53,56.11,54.85,55.41,2024/10/5
1.72817E+12,55.41,57.84,55.05,57.17,2024/10/6
1.72826E+12,57.17,57.45,55.48,56.6,2024/10/7
1.72835E+12,55.72,56.01,54.35,55.63,2024/10/8
1.72843E+12,55.63,56.85,55.52,56.11,2024/10/9
1.72852E+12,56.12,56.64,54.47,54.97,2024/10/10
1.7286E+12,54.97,57.63,54.66,57.51,2024/10/11
1.72869E+12,57.52,57.52,55.97,56.84,2024/10/12
1.72878E+12,56.84,58.1,56.45,57.14,2024/10/13
1.72886E+12,57.14,59.53,57.05,57.85,2024/10/14
1.72895E+12,57.85,59.48,56.4,58.15,2024/10/15
1.72904E+12,58.15,60.16,57.18,57.44,2024/10/16
1.72912E+12,57.44,58.17,55.91,56.4,2024/10/17
1.72921E+12,56.4,56.53,54.44,55.18,2024/10/18
1.7293E+12,55.18,55.34,53.77,54.7,2024/10/19
1.72938E+12,54.7,57.3,54.52,56.66,2024/10/20
1.72947E+12,56.66,57.2,54.29,55.69,2024/10/21
1.72956E+12,55.7,55.92,54.61,55.77,2024/10/22
1.72964E+12,55.77,56.55,54.53,56.29,2024/10/23
1.72973E+12,56.29,57.31,54.37,57.3,2024/10/24
1.72981E+12,57.3,58.09,54.62,58.08,2024/10/25
1.7299E+12,58.08,58.11,54.66,55.36,2024/10/26
1.72999E+12,55.36,57.32,55.16,57.18,2024/10/27
1.73007E+12,57.18,57.81,55.42,57.78,2024/10/28
1.73016E+12,57.78,60.71,57.13,59.83,2024/10/29
1.73025E+12,58.81,59.24,57.48,59.11,2024/10/30
1.73033E+12,59.11,60.11,57.97,58.23,2024/10/31
1.73042E+12,58.23,59.95,57.92,59.77,2024/11/1
1.73051E+12,59.77,61.17,59.72,60.26,2024/11/2
1.73059E+12,60.26,64.06,59.65,62.49,2024/11/3
1.73068E+12,62.49,64.97,61.77,64.97,2024/11/4
1.73076E+12,64.97,65.56,61.74,63.71,2024/11/5
1.73085E+12,63.71,63.95,54.52,55.97,2024/11/6
1.73094E+12,55.97,55.97,53.25,53.55,2024/11/7
1.73102E+12,53.55,53.89,49.53,49.85,2024/11/8
1.73111E+12,49.85,50.6,49.43,50.54,2024/11/9
