ticks,open,high,low,close,date_time
1.66501E+12,71.16,72.25,68.67,68.73,2022/10/6
1.6651E+12,68.73,70.02,65.99,65.99,2022/10/7
1.66519E+12,65.99,66,63.05,64.84,2022/10/8
1.66527E+12,64.24,68.05,63.98,67.51,2022/10/9
1.66536E+12,67.51,70.59,66.52,68.98,2022/10/10
1.66545E+12,68.98,72.46,68.94,70.6,2022/10/11
1.66553E+12,70.6,71.35,69.99,70.2,2022/10/12
1.66562E+12,70.2,75.28,65.99,66.11,2022/10/13
1.66571E+12,66.11,66.22,61.84,62.08,2022/10/14
1.66579E+12,62.41,63.01,61.75,62.66,2022/10/15
1.66588E+12,62.66,63.35,61.14,63.27,2022/10/16
1.66596E+12,63.27,63.68,59.46,60.01,2022/10/17
1.66605E+12,60.01,62.96,59.21,62.26,2022/10/18
1.66614E+12,62.26,62.49,60.02,60.9,2022/10/19
1.66622E+12,60.9,62.17,59.92,61.44,2022/10/20
1.66631E+12,61.44,63.02,59.37,62.19,2022/10/21
1.6664E+12,62.19,63.37,60.37,62.14,2022/10/22
1.66648E+12,62.14,64.95,61.8,64.07,2022/10/23
1.66657E+12,64.07,65.39,62.68,64.31,2022/10/24
1.66666E+12,64.31,67.64,63.48,65.61,2022/10/25
1.66674E+12,65.61,68.51,63.78,66.28,2022/10/26
1.66683E+12,66.28,66.29,60.35,61.41,2022/10/27
1.66692E+12,61.41,61.76,54.57,55.08,2022/10/28
1.667E+12,55.08,58.11,55.06,57.8,2022/10/29
1.66709E+12,57.8,60.65,57.49,60.36,2022/10/30
1.66717E+12,60.36,62.59,59.1,59.63,2022/10/31
1.66726E+12,59.63,60.65,59.42,59.92,2022/11/1
1.66735E+12,59.92,60.63,56.41,56.41,2022/11/2
1.66743E+12,56.41,56.41,52.98,53.98,2022/11/3
1.66752E+12,53.98,57.08,53.26,54.19,2022/11/4
1.66761E+12,54.19,55.9,53.2,55.9,2022/11/5
1.66769E+12,55.9,56.76,54.29,56.76,2022/11/6
1.66778E+12,56.76,59.69,56.31,59.48,2022/11/7
1.66787E+12,59.48,94.83,59.31,76.66,2022/11/8
1.66795E+12,76.66,122.01,75.83,114.72,2022/11/9
1.66804E+12,114.72,115.37,85.05,93.12,2022/11/10
1.66812E+12,93.12,107.16,82.51,102.11,2022/11/11
1.66821E+12,102.11,110.48,101.2,102.92,2022/11/12
1.6683E+12,102.92,110.53,100.48,107.88,2022/11/13
1.66838E+12,107.88,112.14,89.9,98.18,2022/11/14
1.66847E+12,98.18,98.18,82.7,89.99,2022/11/15
1.66856E+12,89.99,103.25,81.08,98.64,2022/11/16
1.66864E+12,98.64,98.64,75.19,76.97,2022/11/17
1.66873E+12,76.97,77.03,72.35,74.71,2022/11/18
1.66882E+12,74.71,74.78,71.89,72.41,2022/11/19
1.6689E+12,72.41,81.11,72.41,80.26,2022/11/20
1.66899E+12,80.26,82.89,79.09,80.81,2022/11/21
1.66908E+12,80.81,83.39,79.09,79.71,2022/11/22
1.66916E+12,79.71,79.88,74.5,75.27,2022/11/23
1.66925E+12,75.27,76.05,72.09,72.21,2022/11/24
1.66933E+12,72.21,73.27,64.8,64.89,2022/11/25
1.66942E+12,64.89,65.83,62.97,65.49,2022/11/26
1.66951E+12,65.49,67.12,64,67.12,2022/11/27
1.66959E+12,67.12,70.39,66.46,67.44,2022/11/28
1.66968E+12,67.44,68.14,64.52,64.8,2022/11/29
1.66977E+12,64.8,65.38,62.62,64.05,2022/11/30
1.66985E+12,64.05,64.38,59.68,60.05,2022/12/1
1.66994E+12,60.05,64.18,58.57,58.75,2022/12/2
1.67003E+12,58.75,61.32,58.12,61.15,2022/12/3
1.67011E+12,61.15,62.02,58.27,61.84,2022/12/4
1.6702E+12,61.84,62,55.17,56.01,2022/12/5
1.67028E+12,56.01,59.36,55.25,56.74,2022/12/6
1.67037E+12,56.74,61.91,56.54,61.83,2022/12/7
1.67046E+12,57.05,57.24,55.45,55.71,2022/12/8
1.67054E+12,56.63,58.86,56.39,58.71,2022/12/9
1.67063E+12,58.71,59.62,58.39,59.55,2022/12/10
1.67072E+12,59.55,61.95,59.52,61.79,2022/12/11
1.6708E+12,61.79,62.4,60.35,61.15,2022/12/12
1.67089E+12,60.25,60.73,60.08,60.66,2022/12/13
1.67098E+12,60.67,60.76,55.08,55.19,2022/12/14
1.67106E+12,55.19,57.81,52.82,57.74,2022/12/15
1.67115E+12,57.74,64.86,52.81,63.31,2022/12/16
1.67124E+12,63.31,67.9,61.67,62.29,2022/12/17
1.67132E+12,62.29,67.84,61.06,66.48,2022/12/18
1.67141E+12,66.48,66.67,60.62,63.62,2022/12/19
1.67149E+12,63.61,65.81,59.36,60.1,2022/12/20
1.67158E+12,60.1,60.34,58.83,59.12,2022/12/21
1.67167E+12,59.12,59.18,53.48,56.14,2022/12/22
1.67175E+12,56.14,56.31,52.86,53.67,2022/12/23
1.67184E+12,53.67,53.91,52.2,52.35,2022/12/24
1.67193E+12,52.35,53.8,52.23,53.68,2022/12/25
1.67201E+12,53.68,53.97,53,53.22,2022/12/26
1.6721E+12,53.22,54.44,53.11,54.05,2022/12/27
1.67219E+12,54.05,57.33,53.53,57.19,2022/12/28
1.67227E+12,57.19,57.29,54.54,54.59,2022/12/29
1.67236E+12,54.59,54.95,48.5,49.82,2022/12/30
1.67244E+12,49.82,50.12,47.63,48.31,2022/12/31
1.67253E+12,48.31,48.43,46.7,46.96,2023/1/1
1.67262E+12,46.96,50.02,45.8,50.02,2023/1/2
1.6727E+12,50.02,50.44,48.79,48.95,2023/1/3
1.67279E+12,48.95,48.95,41.96,46.87,2023/1/4
1.67288E+12,46.87,47.48,45.41,45.45,2023/1/5
1.67296E+12,45.45,45.56,42.71,43.61,2023/1/6
1.67305E+12,43.61,43.62,41.53,42.02,2023/1/7
1.67314E+12,42.02,43.53,41.79,42.79,2023/1/8
1.67322E+12,42.79,45.03,42.79,44.06,2023/1/9
1.67331E+12,44.06,45.47,43.01,45.47,2023/1/10
1.6734E+12,45.47,47.55,45.2,47.55,2023/1/11
1.67348E+12,47.55,52.07,43.13,51.42,2023/1/12
1.67357E+12,51.42,61.12,47.08,61.12,2023/1/13
1.67365E+12,61.12,73.8,58.78,73.62,2023/1/14
1.67374E+12,73.62,74.15,66.16,70.2,2023/1/15
1.67383E+12,70.2,71.16,63.93,64.92,2023/1/16
1.67391E+12,64.92,66.37,62.93,63.35,2023/1/17
1.674E+12,63.35,64.55,59.36,63.34,2023/1/18
1.67409E+12,63.34,63.37,56.23,56.9,2023/1/19
1.67417E+12,56.9,59.5,53.78,59.48,2023/1/20
1.67426E+12,59.48,67.64,56.73,65.79,2023/1/21
1.67435E+12,65.79,66.22,60.54,61.99,2023/1/22
1.67443E+12,61.99,66.6,61.26,64.38,2023/1/23
1.67452E+12,64.38,65.84,61.26,61.33,2023/1/24
1.6746E+12,65.73,65.85,58.02,61.49,2023/1/25
1.67469E+12,61.49,61.52,56.59,57,2023/1/26
1.67478E+12,57,57.69,54.98,55,2023/1/27
1.67486E+12,55,55.12,53.63,54.49,2023/1/28
1.67495E+12,54.49,60.05,52.01,58.92,2023/1/29
1.67504E+12,58.92,58.92,55.41,56.4,2023/1/30
1.67512E+12,56.4,59.21,54.76,58.82,2023/1/31
1.67521E+12,58.82,60.43,56.27,58.04,2023/2/1
1.6753E+12,58.04,58.32,55.11,57.71,2023/2/2
1.67538E+12,57.71,57.82,54.14,54.25,2023/2/3
1.67547E+12,54.25,54.55,53.18,54.16,2023/2/4
1.67556E+12,54.16,55.68,53.95,55.23,2023/2/5
1.67564E+12,55.23,55.73,53.33,54.56,2023/2/6
1.67573E+12,54.56,54.66,52.82,53.31,2023/2/7
1.67581E+12,53.31,53.94,52.52,52.99,2023/2/8
1.6759E+12,52.99,53.11,49.03,51.95,2023/2/9
1.67599E+12,51.95,52.02,48.4,48.69,2023/2/10
1.67607E+12,48.7,48.83,46.67,47.13,2023/2/11
1.67616E+12,47.13,48.09,46.76,47.5,2023/2/12
1.67625E+12,47.51,51.73,47.4,50.65,2023/2/13
1.67633E+12,50.65,51.16,47.87,49.17,2023/2/14
1.67642E+12,49.17,52.91,46.92,52.67,2023/2/15
1.67651E+12,52.67,59.55,51.15,58.8,2023/2/16
1.67659E+12,58.8,62.41,54.1,60.77,2023/2/17
1.67668E+12,60.77,60.78,58.35,58.37,2023/2/18
1.67676E+12,58.37,61.92,57.56,59.94,2023/2/19
1.67685E+12,59.93,62.16,59.37,60.75,2023/2/20
1.67694E+12,60.75,62.33,59.35,60.82,2023/2/21
1.67702E+12,59.47,60.16,56.69,56.83,2023/2/22
1.67711E+12,56.83,57.54,54.87,54.93,2023/2/23
1.6772E+12,54.93,54.97,50.45,50.49,2023/2/24
1.67728E+12,50.49,50.49,48.12,50.29,2023/2/25
1.67737E+12,50.29,52.2,49.98,51.34,2023/2/26
1.67746E+12,51.34,51.49,49.9,50.44,2023/2/27
1.67754E+12,50.44,50.62,49.16,50.37,2023/2/28
1.67763E+12,50.37,55.83,50.34,54.71,2023/3/1
1.67772E+12,54.71,55.36,53.19,53.72,2023/3/2
1.6778E+12,53.72,55.91,50.53,52.2,2023/3/3
1.67789E+12,52.2,52.35,50.4,51.57,2023/3/4
1.67797E+12,51.57,52.71,50.62,50.84,2023/3/5
1.67806E+12,50.84,52.55,50.4,51.78,2023/3/6
1.67815E+12,51.78,52.56,50.73,51.46,2023/3/7
1.67823E+12,51.46,52.56,49.62,50.12,2023/3/8
1.67832E+12,50.12,56.03,48.47,54.39,2023/3/9
1.67841E+12,54.39,59.38,53.44,54.2,2023/3/10
1.67849E+12,54.2,65.03,52.31,59.82,2023/3/11
1.67858E+12,59.82,62.61,57.09,58.87,2023/3/12
1.67867E+12,58.87,70.39,54.56,62.24,2023/3/13
1.67875E+12,62.24,68.19,59.71,63.46,2023/3/14
1.67884E+12,63.46,70.1,61.88,64.15,2023/3/15
1.67892E+12,64.15,64.15,56.98,62.45,2023/3/16
1.67901E+12,62.45,69.46,60.76,66.59,2023/3/17
1.6791E+12,66.59,68.88,64.07,67.25,2023/3/18
1.67918E+12,67.25,74.34,67.13,73.34,2023/3/19
1.67927E+12,73.34,73.83,68.08,68.23,2023/3/20
1.67936E+12,68.23,71.75,67,70.06,2023/3/21
1.67944E+12,68.92,70.11,63.29,63.89,2023/3/22
1.67953E+12,63.89,67.31,61.07,66.43,2023/3/23
1.67962E+12,66.43,67.76,64.5,65.06,2023/3/24
1.6797E+12,65.06,65.19,60.99,61.59,2023/3/25
1.67979E+12,61.59,63.35,61.48,63.23,2023/3/26
1.67988E+12,63.23,65.95,61.97,62.12,2023/3/27
1.67996E+12,62.12,63.42,59.73,60.13,2023/3/28
1.68005E+12,60.13,64.96,58.82,64.49,2023/3/29
1.68013E+12,64.49,66.82,62.34,62.74,2023/3/30
1.68022E+12,62.74,62.99,57.97,58.52,2023/3/31
1.68031E+12,58.52,58.53,57.35,58.17,2023/4/1
1.68039E+12,58.17,60.65,58.02,60.28,2023/4/2
1.68048E+12,60.28,62.44,58.38,61.83,2023/4/3
1.68057E+12,61.83,61.83,59.45,59.65,2023/4/4
1.68065E+12,59.65,60.56,57.93,58.02,2023/4/5
1.68074E+12,58.02,59.81,56.61,57.06,2023/4/6
1.68083E+12,57.06,57.06,54.25,54.5,2023/4/7
1.68091E+12,54.5,55.83,53.63,55.26,2023/4/8
1.681E+12,55.26,58.81,54.87,58.56,2023/4/9
1.68108E+12,58.56,63.05,57.17,62.16,2023/4/10
1.68117E+12,62.16,63.03,60.12,60.18,2023/4/11
1.68126E+12,60.18,60.27,55.86,55.87,2023/4/12
1.68134E+12,55.87,56.77,55.03,55.47,2023/4/13
1.68143E+12,55.47,57.07,53.14,53.46,2023/4/14
1.68152E+12,53.46,53.98,52.63,53.81,2023/4/15
1.6816E+12,53.81,56.63,53.51,56.4,2023/4/16
1.68169E+12,56.4,57.31,53.72,55.6,2023/4/17
1.68178E+12,55.6,56.44,55.01,55.63,2023/4/18
1.68186E+12,55.63,56.1,54.35,55.71,2023/4/19
1.68195E+12,55.14,56.16,54.02,56.11,2023/4/20
1.68204E+12,56.11,56.22,53.15,54.82,2023/4/21
1.68212E+12,54.82,54.84,53.07,54.53,2023/4/22
1.68221E+12,54.53,55.83,53.84,54.22,2023/4/23
1.68229E+12,54.22,54.3,52.42,52.72,2023/4/24
1.68238E+12,52.72,53.53,52.08,52.38,2023/4/25
1.68247E+12,52.39,58.62,51.68,55.47,2023/4/26
1.68255E+12,55.46,56.97,53.47,55.07,2023/4/27
1.68264E+12,55.07,55.1,50.61,50.73,2023/4/28
1.68273E+12,50.73,51.01,50.1,50.68,2023/4/29
1.68281E+12,50.68,53.3,49.22,53.3,2023/4/30
1.6829E+12,53.3,55.07,53.02,53.19,2023/5/1
1.68299E+12,53.19,53.55,51.95,53.21,2023/5/2
1.68307E+12,53.21,54.41,50.94,52.92,2023/5/3
1.68316E+12,52.92,54.03,51.6,51.9,2023/5/4
1.68324E+12,51.9,52.6,51.41,51.67,2023/5/5
1.68333E+12,51.67,51.99,50.26,50.53,2023/5/6
